229.60,0.88,201.13,228.00,0.22,49.15,228.90,0.23,51.94,226.67,0.22,49.79,0.00,0.00,0.00
228.83,0.87,200.19,225.87,0.21,48.32,228.13,0.22,51.28,229.47,0.22,51.00,0.00,0.00,0.00
227.70,0.87,198.61,228.08,0.22,49.13,227.00,0.22,50.46,227.20,0.22,50.13,0.00,0.00,0.00
232.42,0.87,201.48,227.89,0.22,49.17,231.72,0.22,51.61,220.71,0.21,47.35,0.00,0.00,0.00
227.81,0.87,197.40,223.99,0.21,47.51,227.11,0.22,49.88,226.65,0.22,50.08,0.00,0.00,0.00
227.43,0.87,198.41,225.65,0.21,48.20,226.73,0.22,50.58,229.40,0.22,50.89,0.00,0.00,0.00
225.97,0.87,196.06,224.33,0.21,47.67,225.27,0.22,49.78,227.35,0.22,50.08,0.00,0.00,0.00
227.02,0.87,196.93,222.55,0.21,46.81,226.32,0.22,50.43,226.67,0.22,49.96,0.00,0.00,0.00
225.98,0.88,197.94,227.72,0.22,49.25,225.28,0.22,50.62,228.28,0.22,50.47,0.00,0.00,0.00
226.04,0.87,196.59,224.52,0.21,47.66,225.34,0.22,49.23,232.47,0.23,52.32,0.00,0.00,0.00
228.19,0.87,198.67,226.87,0.21,48.75,227.49,0.22,51.04,224.20,0.22,48.76,0.00,0.00,0.00
228.30,0.88,202.04,225.92,0.21,48.14,227.60,0.23,52.29,235.39,0.23,53.73,0.00,0.00,0.00
226.19,0.87,197.06,225.50,0.21,48.17,225.49,0.22,49.78,229.45,0.22,51.15,0.00,0.00,0.00
228.45,0.87,198.54,226.78,0.21,48.74,227.75,0.22,50.12,226.67,0.22,49.90,0.00,0.00,0.00
228.09,0.87,198.55,226.92,0.21,48.70,227.39,0.22,50.42,226.34,0.22,49.85,0.00,0.00,0.00
226.15,0.87,195.70,220.08,0.21,45.73,225.45,0.22,50.05,228.73,0.22,50.71,0.00,0.00,0.00
227.89,0.87,197.35,224.80,0.21,47.86,227.19,0.22,50.11,224.57,0.22,49.10,0.00,0.00,0.00
226.00,0.88,197.87,227.52,0.22,49.21,225.30,0.22,50.38,228.66,0.22,50.71,0.00,0.00,0.00
226.08,0.86,194.60,217.55,0.21,44.71,225.38,0.22,50.16,224.89,0.22,49.20,0.00,0.00,0.00
223.37,0.87,193.78,226.16,0.21,48.38,222.67,0.22,48.95,225.60,0.22,49.62,0.00,0.00,0.00
